post_text,label
Oh n its 83 degrees rn...shit I'm cool wit the south,1
From E $20 put me at 3/4 a tank damn near...bye jersey ;),1
Hungry af,1
illinoissadboys: I need some mac and cheese,1
fuck,1
Netty_Harris: Some one wake up,1
Those that already gave up on me will only miss out on the legend thats all,1
I've played the bad guy plenty times but I also dont let my past define my future.,1
Never will be,1
Fuck it. I'm not who society wants me to be.,1
Ima be a YK cuz ima DC but the money aint for stuntin on the world ima help my fam live better,1
I hate it.,1
We lose track of the things that are important such as humanity itself instead we create plateaus for those with money to look down from,1
Fuckin hate society smh dumb fuckers,1
"Half these people we slate as ""Celebrities"" ugly af especially these thick ass IG hoes WHO GIVES A FUCK ABOUT YALL? Oh yeah society.... -_-",1
Maybe i should start paying attention to politics...seriously had no idea Obama was in office til 2017.... GahDamn! Oops,1
No time soon tho that's the least of my worries,1
I never used to care wat I whipped now I got aspirations for a nice one..,1
I keep imagining a Benz too tho idk,1
Next car i get gonna be a BM or something ima really flaunt. I feel like I'm in the right situation down here,1
Yeah its a writing night hopefully I get some good shit on paper,1
I could literally listen to May The Bitter Man Win on repeat all fucking day..,1
Well he don't know from a one to ten the girl's a dime no disrespect but when I met her dawg she was a fo..I taught her everything she know,1
Youd be surprised at the magic I make happen belieeeDATTT,1
No text baes no friends down here..late nights been reduced to YouTube worldstar music No complaints tho,1
Having 2 video games is NOT a fun wave &lt;&lt;&lt;,1
Great day mannn,1
Now its time to whoop this nigga ass in UFC for the rest of the night 20-5,1
Tatee_x3 see that's wat I like good sportsmenship:),1
javeauriel: HAIL FUCKING YEAH!!!!!!!!,1
1970_Somethin: How bout those Redskins!!!,1
KDTrey5: Hail to the Redskins. ,1
Tatee_x3 chill bae :/,1
"SportsCenter: WASHINGTON WINS! Redskins win dramatic game in OT, 20-17. Colt McCoy passes for 299 yards, rushes for TD in victory. ",1
EddieLandi: yea redskins yea whatever,1
"Hell of a game Colt, Hell of a game skins HTTR",1
But realshit I been callin it!!!!,1
COLT MCCOY GOT THE 20INCH DICK TONIGHT!!! lmaooo,1
LET'S FUCKING GO!!!!!!!!!!,1
RealFlyboiQuan: You can be a rapper and still get a education. Half of these rappers got one they just choose not to rap about it.,1
RealFlyboiQuan: I'm in school right now. In case the music don't work and I can put the mic down.,1
Tylia_Marie: I can't watch ,1
I mean I'm gettin wat I asked for: an entertaining game..,1
Fuck man..,1
LeosWeAre: As a Leo you tend to influence others without even meaning to.,1
I feel a fumble coming......,1
"JuicyAmazon: Lol this is me!!! “LeoTerms: ""iAmMySign : Leo can outdrink anyone! Challenge them. You'll find out the hard way.""”",1
"bstressfree1: ""iAmMySign: A Leo can calm your fears,and make you feel that everything will be ok as long as you are in their presence…",1
Redskins: The Redskins' OT drive stalls at the DAL 22-yard line. But KaiForbath converts the 40-yard FG to give WAS the 20-17 lead w…,1
SportsCenter: Kai Forbath hits a 40-yard FG to give Washington a 20-17 lead in OT. Colt McCoy has connected on 14 of his last 15 passes…,1
Shoulda went for the win. Now Romo back on the field..way I see it the D needs to play ball either way so why not try n win the game now?,1
dougieis2fresh: Colt McCoy bout to get another W in Texas BrettColemanz y'all redskins fans witnessing the second coming of Colt McCoy,1
dougieis2fresh: Colt McCoy bout to get another W in Texas BrettColemanz y'all redskins fans witnessing the second coming of Colt McCoy,1
Honestly we need to go for it.,1
twoocho: McCoy balling like he back at Texas,1
nfl: HOW did Jordan Reed catch that?! WASvsDAL,1
Bob_Badders: Yeah that's a dirty catch.,1
Realshit I'm loving Colt's poise man,1
I think it was more the pressure from the game tho,1
Nigga was almost in tears struggling to open a mini kit kat,1
EddieLandi dumb af but it is wat it is,1
Hearts beating outta my chest rn,1
"Redskins: We're headed to overtime in this tremendous rivalry matchup. Redskins, Cowboys tied at 17. WASvsDAL HTTR ",1
OT let's go! No one thought we'd still be in it HTTR,1
I believe in Colt. Put it in the endzone.,1
Fuck.why would djax not be back there,1
Gimme a sick return put D Jax back there,1
Grounding!!,1
Need a stop,1
rak98: WOWWW!! NO HOLDING THO SMH,1
Somebody needa talk to the DLine man....NASCAR let's fuckin go!!!,1
rak98 You on the Sidelines or watchin elsewhere?,1
DLINE LET'S FUCKIN GO!!!!!!,1
HOW DID YOU NOT PICK THAT!?!?!?!?!,1
rak98: SHIT I'll take a Sack Fumble lol come on Refs don't screw us,1
rak98: I SMELL Pick 6 ON THIS DRIVE,1
cole_dcsr: Brandon fucking Meriweather!,1
ARE YOU FUCKING KIDDING ME KERRIGAN!?!?!!??!!??!,1
cole_dcsr: Please let Romo make a typical 4th quarter Fuck up ,1
Iight boys let's flip the switch into overdrive. Romo's hurting let's make him regret returning and let's get this W!!!!,1
Bob_Badders as much as that'd make me happy idk man this season is crazy for him I don't wanna see a long drive here,1
One thing I definitely didn't want was the Cowboys to have the final possession with the game on the line..,1
cole_dcsr: TReInVented0727 yeah he's gotta play smarter and take way less hits,1
cole_dcsr yeah when he's DEFINITELY 100% I'm sick of him coming back early just to get hurt again,1
cole_dcsr Colt McCoy starter for the season? Im liking it,1
TheRealDevon_B: RGIII got more commercials than games played ,1
Steve_th3Pirate exactly idk why everyone expected a blow out all rivalry games are close,1
"gabbygarcxa: I love helping people out and making them happy, it's just the best feeling",1
Ill never understand how an NFL player can't read a screen..,1
Redskins: RT if you want another one of these on this Dallas drive. WASvsDAL HTTR ,1
ArmorOGod: Your faith is not to help you avoid problems but to go through problems with stability.,1
44_Matakevich: Gotta appreciate the little things in life,1
MAKE THE CATCH NILES!!!!!,1
Put that out further you got a td Colt,1
Redskins: That's a FUMBLE forced by rookie CB Bashaud Breeland! Teammates congratulate him shorty after WASVSDAL HTTR ,1
Redskins: It happened again! Dallas fumble -- forced by rookie Bashaud Breeland -- is recovered by Brandon Meriweather at the WAS 10! …,1
wingoz: DeMarco Murray guarantees: 100 yards a game..and a fumble,1
New COD look whack af,1
Fuck it we'll take the fumble but still come on son missed tackles ain't gonna win games,1
I'm fuckin disgusted man yall let him fight like that ???,1
See most people thought we'd be down 14 already. Keep grindin let's get this W HTTR,1
Petty_Ford lol oh iight iight,1
Petty_Ford you not allowed to watch the game,1
No offense to the dude but Ryan Clark old ass don't wanna hit no more...we need ST back :/,1
Petty_Ford no stop watching...you gon say some haterish shit n ima be mad at you lol,1
"Colt don't even worry bro, shoulda checked down to Jackson but watever move on.",1
LET'S FUCKIN GO!!!!!!!!!!!!!! HTTR !!!!!!!!,1
THATS HOW TO START A GAME!!!!!! HTTR,1
We serious about this shit LET'S SHOCK THE WORLD!!!!!!!!!! HTTR ,1
_slimfinesse: “Veeness1: “iAmMySign: Leo can outdrink anyone! Challenge them. You'll find out the hard way.””,1
"r_rachma10: Amen""LeosWeAre: If Leo have the courage to begin, they have the courage to succeed.""",1
MVPalazzolla: Colt McCoy about to drop 7 TDs on Dallas,1
Steve_th3Pirate I have a feeling you may go to sleep uphappy tonight bud... HTTR,1
Skins lets shock the league!!!!! HTTR !!!!!!!!!,1
Please God I pray that this game is at LEAST entertaining...don't let us get blown out :(,1
Lemme go make some food so I can enjoy this game tho,1
MVPalazzolla: having hair is a blessing,1
Make him mad he didn't start so he play wit a vengence,1
Honestly I wish we started Cousins for like 10 snaps then put McCoy in the game,1
"As fucked as it is, I've been happy for Romo past couple weeks. realrecognizereal respect canthatesuccess",1
Had to cut the movie off tho yall know wat time it is HTTR LETSGOSKINS !!!!,1
Mini movie theater yadiggg ,1
CRABCAKES AND FOOTBALL!!!!!!!!,1
Fvnxy: Y'all heard it from Kim.. in 20 years North West gonna have a sex tape ,1
True love is your souls recognition of its counterpoint in another,1
The crazy red head is hot af too smh,1
Rule number 76 no excuses play like a champion,1
Vince Vaughn is the man lmao,1
I was bumpin it earlier when I was gettin fresh but if you don't fuck wit Gold Cobra I don't fuck wit you.,1
"""..just a couple of kids who like to fuck trying to make it honest""",1
Bout to watch Wedding Crashers &gt;&gt;&gt;&gt; word,1
"Renieceee: If you have something K followers and like 1,000 or so tweets.... Like do you buy followers",1
RealPiru: That's how I be gettin caught up in shit anyways. Niggas always be sayin my name like they know me. That's a no no,1
The face of boredom ,1
Bout to murder this dinner doeee,1
Relationships at this age are overrated 22 million females in the world--unlimited amount of money to make..you do the math,1
Petty_Ford whoa dere,1
"Paige_Frazier: As a boyfriend you should never have girls looking at your girlfriend thinking ""only if she knew...""",1
"ArmorOGod: ENCOURAGEMENT: Don't let the troubles of life bring you down. No matter how big your struggle, God has the power to conquer …",1
Iight I need either a friend or a bitch while I'm waiting to start work this sitting at home thing isn't the wave &lt;&lt;&lt;,1
Son of a gun,1
Don't worry I still have my hawk,1
Whenever I cut my hair I feel the need to shave.. -____-,1
Damnit i fucked up,1
Mathieu_Era: Great game yesterday. Feels good to be 6-1. Birdgang ,1
I'm too raw for all this talk cuz ima walk before i bark you should run before the heater spark,1
ArmorOGod: Peace on the outside comes from knowing God on the inside.,1
lmfaooo damn..,1
"LMAOOO ""I told her move to the side, lemme slide to the sofa; come here kneel down n suck it til its ova""",1
Fuck that shit nah,1
Am I broken?,1
How could you be so heartless?,1
So you walk around like you dont know me you gotta new friend well i got homies but in the end its still so lonely,1
I never think about the JetLife when i take flight know any situation i never take light Money power respect the way of a king's life,1
Throwback Monday cuz ya girl Choosy in the club on Tuesday,1
But thats cuz i still never REALLY listened to it.,1
Damn i def did forget i had a couple favorites off this album Kanye always been on my playlist...til Yeezus,1
Life can be sometimes ridiculous,1
"Damn another broken heart, i keep my bitches by the 2s nigga Noahs Ark",1
djenuff: Manny Pacquiao Is 'Crossing Fingers' For A Future Fight Against Floyd Mayweather JR. - ,1
"djenuff: Lil' Kim, Da Brat &amp; Missy Elliott Will Perform ""Ladies Night"" At The Soul Train Awards 2014 - ",1
People would love to put me in my place. But why can't they? Think about that,1
Time to really get on grind man can't sit n count the hours,1
Uk wat they say..a mind is a terrible thing to waste.,1
I need to really get some writing done its been a min,1
Bumpin My Beautiful Dark Twisted Fantasy,1
One of them days,1
Damn..,1
Lemme hit this nap real quick before I sleep all day or some shit...,1
Not beat for constant failure. Wasn't made that way..,1
Don't fuck wit waste of talent..waste of opportunity ass niggas,1
"""djenuff: Denver Broncos Player Tries To Dodge Police By Hiding In Dog S*** - ThatsEnuffRecap"" crazy..",1
LeosWeAre: If you want a Leo to notice you don't Ignore them...ever. They want to be the center of attention always.,1
Bout to be 81 degrees today too.. NIIICE,1
Deadass.I don't claim Jackson. Im from Roselle don't get it fucked up..Jackson didn't do shit but educate me,1
djenuff: Drake &amp; OVO Crew Get Into Altercation At D.C. Nightclub [Video] - ,1
Old habits die hard,1
ArmorOGod: Today walk with your head up and your shoulders back in the confidence that only God can give you. YOU ARE AMAZING!,1
djenuff: St. Louis Cardinals Player Killed In Dominican Republic - ,1
"COOKiE_MONiQUE: ""LeosWeAre: Treat a Leo good, they'll treat you even better.""",1
Keep grindin,1
Change has begun. Muhfuckas never loved us.. Remember?,1
"LeosWeAre: When Leo have money, They have nothing to buy. When they don't have money, they want everything.",1
Dont think I changed. I just adjusted to the finer things WaitOnIt dreamchasers,1
Its happening before you realize. Its already begun YK,1
Comin back on my worst behavior.,1
JColeNC I can listen to Born Sinner every day. This album is GOLD literally find new meaning every listen,1
tonimariex0: Gotta stay high all the time to forget I'm missing you,1
alixalive fuck yeah ..just moved to sc there's a significant difference,1
alixalive: Wow everyone down south is fucking nice there is a clear difference between here and nj it's crazy,1
nfl: Comeback denied. PHIvsAZ ,1
How bout them Eagles huh?,1
iamKingLos YESSSS!!!!!! Only One of Me&gt;&gt;&gt;&gt; been waiting for fire like this since The Crown Ain't Safe!! Big moves comin I see!,1
Why do i even try..? I try to not try and I try and see I tried and laugh that I tried knowing I shouldn't try. So then I don't try.,1
In the single life there is no trouble in paradise,1
I'm not as bad a person as i allow people to believe.,1
For what its worth I hope you enjoyed the show cuz if you back here only takin pictures you gon have to take your ass home,1
She has no recollection of the life she had without me. She let it slip away.,1
theweeknd flow all night.,1
Thats horseshit...targeting? Smh,1
It seriously frustrates me so fucking much to see college football players jogging..HUSTLE YOUR ASS TO THE BALL!!!!!,1
In HS I wanted to go to MSU . BEATMICHIGAN !,1
J_Sesock13: Who will win today?! RT for State FAV for Michigan ,1
TUFB looking to spoil UCF 's homecoming today at 5pm LET'S GO OWLS !!!!!!!,1
Texas you just got fucked...,1
I honestly feel GREATNESS courses thru my heart...my blood..my veins It's something I can't explain; you got it or you don't.,1
If you've never TRULY felt this indescribable energy deep within yourself...I can't begin to share it..its intensified by my faith in God,1
I can do it all cuz my Father told me I can.,1
Yep Drunk Driving is DEFINITELY something to laugh about...glad i'm out of Jackson,1
If you party and state you're partying but you're on social network thats kinda lameee,1
"You can call me TylerDurden, TerryDurden or TerranceBrown dont matter i'm the same any way you put it",1
I am: Terry Durden,1
Bye Jersey whores:) ThePurge,1
I just wanna state it straight out I couldnt care if I had no one paying attention I'd still say wat I wanna say,1
You frustrate the shit outta me most times,1
Purge Purge Purge.,1
I can feel it.,1
"If i reach out to you by text or message and dont get a response, I've already cut you outta my life. KnoDAT",1
Nyles_B: Before every accident there's a warning,1
Now the question is do I let my hair go too orrrr?,1
I'm 22 years old bout to look like ima 40 year old man. Yurppp,1
Niggas bout to be extra scruffy..come on fellas dont forget NoShaveNovember right here!!!,1
Time for a new bed since mine just decided to cave... Looks like everything from the old house is being replaced,1
"I've decided to take my talents to the world of Blogging. I'll keep you updated be sure to check in with me, i'll try for at least weekly",1
CARL IS A FUCKIN G!!!!!!!!!!!! TWD,1
"Slowly but surely gettin this life thing started. Transcript request form sent out, job orientation completed, blinders on-head down leggo",1
Giving this BloodMoon a listen Game,1
Headstart on NoShaveNovember&gt;&gt;&gt;,1
Damnit.... RIP Betty White,1
Wedding Crashers ftw!!!!,1
Gotta learn to lose the fairy tale concept expectation of life.,1
Far and few between,1
But clean. Like a nubian queen,1
"Never thought its over but sober living here isnt just a dream its a goal, its a means of how to change from simply being elevated living",1
Idk wat happened this aint wat its like gettin older I guess it is cuz ever since I got a lil bolder heart turned a lil colder,1
Damn..these late night thoughts growing up I used to know about art illustrating magic and decoding hieroglyphics learnin use 2B my passion,1
If you don't like the movie Ninja Assassin you don't love life.,1
"""djenuff: 16 Year Old Girl Collapses at Haunted House &amp; Dies (Details) [Photo] - why i don't fuck wit them shits",1
mikhaela_r: Legit my life and my spoken words ,1
caitygallz duhhh niggas outcheaaa eatin ass so why not fuck where you eat when you eat where they shit yadigggg,1
Thank God,1
FB hope youre ready bout to post mad pics of the Jackson house and the new one upon arrival,1
I get too hype just thinking about playing again. Lemme get to sleep. Love yall stay blessed. I.W.N.L.,1
Ether. Only way I can explain it.,1
Where my mentality was then doesn't compare to how much I've grown inward as a legitimate monster..now I envision facing NFL linemen,1
In the past 5 years...my football playing ability/talent hasn't dwindled a bit. I can do everything I used to be able to if not more.,1
"Worst comes to worst, I go to a tryout for the team and walk on....and shit on everyone. They need to understand ima playmaker",1
"Just to be straight out..ive heard from the school..but temple BSing, and the football coaches too busy to answer..but the school answered",1
Ima wake up n get me a job tomorrow. Maybe not something I wanna do..but its something I need to do Just keep praying me into school please!,1
"""ArmorOGod: You must stop talking about the problem and start talking about the solution...start speaking words of victory."" Amen!!!!!!!!!",1
ArmorOGod: You must stop talking about the problem and start talking about the solution...start speaking words of victory.,1
I find it weird that I'm up before 9 every single morning then fall back asleep til 12 or 1....or 2.............,1
Glad this Negro FUCKED my sleep sched up -_-,1
Gotta stop waiting and start making,1
I love yall. Even in SC ima put Jackson on my back.,1
I am NOT a member of society--that follows its unspoken law and code because I refuse to conform and to live as a statistic.,1
Im earning my fortune. Not takin shit for granted. Not taking any hand outs..not leaving empty handed.,1
Ima live the same I do only difference is my home n my parents know I'm on. Gotta get it.,1
If i make it..know I'm not in it for the money..don't hit me like I'm the one acting funny. If your number aint in my phone who's wrong??,1
You think Peyton thinks no one still knows wat Omaha means yet....?,1
Hate people with no deductive reasoning or who can't read between lines..,1
I hate people...,1
Money is a big thing in every church....,1
Checking out a Baptist church today,1
Sooo numb,1
EFF ESS YOU!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
I was about to say theres no way that defense got beat that easily,1
WATNCelebrity: Angelina Jolie when she was 19... ,1
Oh shit...its gonna be a game??? iight then lol,1
If you not watchin FSU n ND you a lame.,1
Sorry Jackson butttt we got a high of 76 today Hehehe:),1
I am_Tyler Durden,1
Sounds good to me since most bitches hate me:) LOLLL jkkkkk!,1
Give men a second chance—20% of brides to be said that they didn’t like their husband when they first met him,1
My gf got a bf n it ain't me...sheeeshhh,1
Thank God I don't have friends or else the shitty service in my house would upset me as if I'm actually missing something...,1
briannaroath honestly idek I like it down here and it'd be so much easier or more convenient to start a life down here yano? But ill visit!,1
briannaroath goood:) and waaat!? Hahahaha eh I've never thought about it maybe a lil lmao wbu?,1
briannaroath Ahhh I'm greatttt I hope YOU'RE doing well! Big school girl n watnot lmaoo:D how ya handling everything?,1
briannaroath &lt;3 MISHHH YOUU!,1
Im here in South Carolina for a reason. I'm going to grasp this opportunity and run with it. Let's goooo!!!!!!,1
LeosWeAre: When Leo find a love they crave they aren't afraid to show their deepest feelings.,1
"Locks off the door, beast outta the cage you know yall done fucked up shoulda never let me escape!!!!!!!!",1
LeosWeAre is on POINT wit these tweets rn!!!!! TeamLeo LionHearted Leo,1
LeosWeAre: A Leo will always express their feelings genuinely and without hesitation.,1
LeosWeAre: A Leo cannot live without love. Love is a Leo's life blood.,1
"LeosWeAre: A Leo can calm your fears,and make you feel that everything will be ok as long as you are in their presence.",1
"goldROZEE: iAmMySign: Leo won't probably miss you as a bf or gf. They miss you as a best friend before your relationship.""",1
WhyFolksBeLike: Having more clothes for sports than actual clothes. AthleteLife,1
You too fine to be layin down in bed alone,1
I'm bout to go thrilla Mike Jackson on these niggas,1
Ain't that a bitch....damn Jets,1
I got it....Geno is afraid to get hit..,1
Tom Brady almost 100 yards within 2 mins of the game starting. Oh Jets...,1
Too many people want to be successful instead of try to be.,1
Alotta people ask me if I'm afraid of death...,1
Ever since I moved to SC I've become noticeably more attracted to black girls;subconsciously its probably just me not wanting to get lynched,1
ArmorOGod: Gods plan is the best plan ,1
"Just tweetin my observations,don't try n jump up now im tellin you this ain't a bandwagon. My family will eat, fans won't get a thing RS",1
"Got PLENTY of acquaintances that I don't even need. My bros are my bros thats fam, but no one really fwm...yet I'm perfectly fine with that",1
Yano...I never really sat and questioned why I never had friends. And somehow my success came alone with family as my team. NeedFriends4Wat?,1
EVER.,1
"Just wanna throw this out there: if you've ever believed in me and you gave up on me, you're no true supporter. I don't need or want you.",1
"That's who I am. More importantly, that's the world I wanna live in; that's the world I want my family to live in.",1
One day i wanna be able to approach a stranger and share love and have them reciprocate the feeling to others. Stranger to stranger.,1
Legitimately the token black family...,1
Live band..oh ok white people I see yall,1
Big ass fuckin church...holy shit,1
Let's join a congregation of upperclass white people great idea father Maybe we'll become them!:))),1
I despise know-it-alls that actually don't know shit...,1
So much for tryna sleep,1
Nyquil sucks...,1
The world funny. Some haters hate you til you make it then be on your dick Others will hate you on the low n talk shit more when you make it,1
Holy shit Tony Lippett...,1
I can't wait to play football again... It's not gonna be D1 but it'll be the sport I love so I don't mind anymore,1
Eargasm,1
"As per NCAA D2/3, I've only exhausted 2or3 out of 10 semesters to compete in collegiate sports.. Fresh start. Watch me work.",1
(Dramatic build up) Goodmorning everyone. I've received some incredible news today that all my true fans and acquaintances can appreciate:,1
Yeryerrrr,1
But i like the mind games..I like letting bitches think they can really get a hold of me,1
Jackass2 nuff said lmaooo,1
You'll say you love me...and ill end up lyin n sayin I love you too..,1
"F00d_nipple lmaooo join the club O_o ""Oh worddd? Iight cool.....""",1
BlissfullySammi no waaaayyyy!!!!,1
Every bar that I write relates to every wrong that I right: every line personifies feeling darkness in the light,1
ArmorOGod: God's Strength &gt; My Weakness,1
Knowledge is fuckin power!!!! Dont let anyone steal your right to education or tell you or make you feel otherwise,1
Funny wat a FB like on a pic does to bitches so they expose tits but a dick ain't in their wishes.. realshit,1
"Not a Brady fan but to reference this as the ""very end of his career"" is bullshit..he aint goin out yet..maybe a diff team but he's not done",1
Fucking south Carolina man...it'd be one thing if I WANTED to change residency but I don't even wanna n yall on some bullshit when i try to,1
Fucking south Carolina man...it'd be one thing if I WANTED to change residency but I don't even wanna n yall on some bullshit when i try to,1
"LeosWeAre: Leos are the first to admit when they drunk, cause they are usually in control",1
High of 78 today... :),1
DUDE THIS IS GETTING FUCKING RIDICULOUS....THEY'RE CALLED PASS RUSH LANES.,1
There we go!!!!,1
Actually I hate dumb football players. You're in the NFL you shouldn't make mental mistakes...,1
Hate the fucking NFL sometimes..,1
Fuck keeping contain..fuck defensive end fundamentals.......,1
No chill,1
"Sharing ... “When I was 15, I was diagnosed with severe depression, and Kendrick got me through it,” Claire,... ",1
Sharing ... Her face maybe familiar on meme's post. Note2UandMe ,1
"As of this last post, last seen in December... possible suicide BreakTheSilence ",1
Don't underestimate UAE for a job ,1
Hmmmumpf ... my Thursday night this Fall looks good ,1
"MorningMemo Despite how open, peaceful and loving you attempt to be , people can only meet you, as deeply as... ",1
Do you remember your Cotillion? ,1
What in the world ?¿ — watching Game of Thrones,1
In DC ... ,1
"MOOD: Cracking up sippinmycoffee How do walk up to someone, forget that you dated each other as well as you... ",1
Sharing ... ,1
I love Stephen Curry ! ,1
Weak ... ,1
"Sharing ... Last week, there was part of the segment on The Daily Drum that I stated bullying starts from adult... ",1
Taking a break to share this ... StockingUp ,1
“Hair holds so much more energy than most of us are aware of. Some women use it as a security blanket whose... ,1
I salute her DejaVu ,1
MorningMemo Actively listen to your children. Figure it a communication system that works and by all means... ,1
Sharing .... Positivity on StephCurry ,1
One of the most prevalent views within the African-American community is that we do not intentionally kill... ,1
"Tonight, Discuss the sudden rise in suicide among very young black youths ",1
Sharing... Helping the homeless ,1
Tomorrow appearing on The Daily Drum to discuss the rise in suicide w/ black youth. BlackLivesMatter ,1
"Sometimes, it’s a stranger’s simple yet powerful act of kindness that’s enough to restore one’s faith in humanity. ",1
I &lt;3 you Cathy Tucker... Sharing... Few events could be more heart-rending (and difficult to imagine) than a... ,1
"Sharing ... I'm not surprised, I'm just frustrated at the Black community for being in denial about it, among a... ",1
I love me sale sale... I purchase this 'cute' dress for $20 from Ann Taylor during offseason. It couldn't wear it... ,1
Currie said he knows all too well the pains of being bullied at school. He said the classroom should be a safe... ,1
Sharing ... ,1
Reading Adrian ' tweets' (rants) ... Noone notice ? ,1
"True Story: After the Prince's Rally concert, we stop by a diner, I didn't notice however, a man with mental... ",1
"Sharing ... Take notes, pediophile have a strong present on Facebook ",1
Do you... MaverickMonday ,1
Watch 'Bessie' at 1:15 am this morning nightowl... I read the morning critics earlier... this was to me a great... ,1
NOH8 Campaign antibullying ,1
Notice this motorcycle today ... Polaris Slingshot,1
AmericanPharoah — watching Preakness,1
Happy Birthday janetdamitajojackson janetjackson janet icon. ,1
"Yesterday and today, my ID has been requested... ForeverYoung. — feeling thankful at Trader Joe's ",1
"I've been out earlier running errands and appts. Pit stop , I haven't had breakfast or lunch ... sound like it's... ",1
"Sources say the man was trying to make a statement, after numerous claims that our local VA has been letting... ",1
Welp ! Wizards lost but the first sequel TheHamgover was the best — watching The Hangover,1
Rest in Peace BBKing ,1
Rest in Peace BBKing ,1
"""There is no health without mental health,"" Binder says, ",1
"Principled, Rational, Social, Wise &amp; Edgy ",1
Wouldn't this be a lovely gesture ... ,1
Silence cost much more than speaking up ,1
Life is good ... ,1
‘American SHE DEVIL': Twitter conservatives rage after Michelle Obama talks about racism ,1
Cure for Lung Cancer ... ,1
Really now ... FYI for CannabisUser Weak ,1
"Sharing : We've been told, quite frequently and repeatedly that the problems in the black community that we've... ",1
"Highlight of the evening, Prince brought Attorney Marilyn Mosby and her husband on stage. ",1
One of my Bucket List is complete ,1
Happy Mother's Day ♡ !,1
Ohhhh Sonya Lowery ... let's do this. ,1
Team IdrisElba ♡ ,1
Work with employers with mental health ... ,1
Beautiful ... tearingup ,1
Shelah Marie sharing her personal story about her battle with depression... BrownAndBlackGirls... ,1
Sharing ... Breast Cancer Awareness ,1
Its just Tuesday but it feels like Thursday evening after watching this foolishness. Disclaimer: Excuse the... ,1
Open to see what they did with it ... ,1
May is Mental Health Awareness Month. BreakTheSilence ,1
AFFRM Film Festival next month ,1
Good to know... Note: Use LED light ,1
ENJOY but always BE SAFE! ,1
I'm not going to do this on the treadmill ... ,1
"| A W A R E N E S S | About two weeks ago, I was diagnosed with anxiety and depression. It was the… ",1
Character shapes the effectiveness of leadership. handlettering artsy SRTTimothy Sunday morning ,1
"Pray for your leaders, whether or not you agree with them...and not that YOU would agree with THEM,… ",1
xanabby that was me yesterday. Be strong!! You can get through it! ,1
Truth. SheReadsTruth SRTTimothy Day 2 ,1
Started a study on 1 + 2 Timothy today. Excited for all of the growth to come. SheReadsTruth… ,1
LaurenObie indeed. Maybe we need a mini-road trip over the summer sometime. :),1
"Hear ""All the Small Things"" at work. Instantly flashback to ridding with LaurenObie to KC for the trip to Windy Gap. ",1
The worst is the last drop. Than means it's gone. pourover coffee snobitup morning thursday… ,1
So thankful for these sweet friends Jesus put in my life. I get to listen to their lives and expose… ,1
"Mostly, I'm ready for some hammock time with some sweet and wonderful friends.",1
"Great day for a game of quidditch. Looks like Voldemort I'd crashing the party, though.… ",1
|| T • R • U • S • T || I've had some stuff lately that I've really been wrestling with. I'm very… ,1
Coffee and conversations with the sweet and beautiful amazing_grace12 . Love you to the moon and… ,1
BestMovieLine: The Great Gatsby ,1
Sometimes you plan to go camping and the weather disagrees. Instead you have a sleepover and make a… ,1
Happy birthday to this beautiful sweet friend of mine. I'm so thankful for my time of working at the… ,1
MarGar_24 so true!!!,1
"MarGar_24: I'd also like to take a moment to say that September by Earth, Wind, and Fire is still the best song ever made.",1
AlyssaHilderman I fail and forgot about our sleepover.,1
"Thursday's recipe for happy? 90s pop, mountaindew BajaBlast and chocolate. dontjudge almostfriday",1
"Jesus, give me patience and strength today.",1
AlyssaHilderman read your card again. You can do this!,1
Feels better already knowing what's wrong. Thankful for my community through the past few weeks. You guys rock harder than AC/DC.,1
"Sometimes life surprises you and sends you epic things on terrible days. Thank you, Jesus. thankful",1
Lab work: normal. I just want an answer.,1
When you're so tired that you can't fall asleep. obnoxious needsleep sotired,1
"CSLewisDaily: ""Everyday we fail to practice ourselves the kind of behavior we expect from other people."" ~ CSLewis | MereChristianity",1
BluestemBistro: Our $5 Pasta tonight is a creamy sundried mediterranean chicken over rotine noodles! ,1
jhsiders I mean...they ARE golden. ,1
sethdiehm10 where you at?!,1
Two more days...,1
Today I'm thankful for friends who have hammocking accessories that I don't and are willing to loan… ,1
"| Y O U R S T O R Y | Have faith in your story, even as it is being written in this very moment. You… ",1
"JDGaz: ""Be killing sin daily, or it will be killing you."" - John Owen",1
"chacousa: Looking for Adventure? Visit Boulder, Colorado with ChacoTravels ",1
hallie_ingraham: Cause what's prom without chacousa ,1
YoungLife: Can we get a slow clap for hammock season...? ,1
"Is glad of all people to get coffee with on a rainy spring morning, today it was kate_rad . Thankful for you, friend. Love you! ️️️",1
"xanabby: I had a dream a girl pushed me out of line at Starbucks so I punched her nose, and if that's not a white girl dream I don't kn…",1
•| L E T T I N G • G O |• I've held onto a lot for months. Events I couldn't forgive myself for.… ,1
I caved this morning. ArrowCoffeeCo ,1
ENOHammocks: FACT Hammocks make u happier+ur laughs bigger (we read it in a fact book :-) ) HappyFriday y'all! By Abby Sebastian ,1
I've got an idea. Let's go get bread. AlyssaHilderman at her finest. stillmyfavorite shessingingrandomthings,1
"BekBailey only for you, bud! ️",1
It has been two days since my last coffee. CoffeeholicsAnonymous,1
